
Rate modification view 1:

			Reaction			 Modification Factor 
co92 -> n + ni91 + electron + anti-neutrino_e            0.0000e+00
co93 -> n + n + ni91 + electron + anti-neutrino_e        0.0000e+00
co94 -> n + ni93 + electron + anti-neutrino_e            0.0000e+00
co95 -> n + n + ni93 + electron + anti-neutrino_e        0.0000e+00
co96 -> n + ni95 + electron + anti-neutrino_e            0.0000e+00
cr61 -> n + mn60 + electron + anti-neutrino_e            0.0000e+00
cr62 -> n + mn61 + electron + anti-neutrino_e            0.0000e+00
cr63 -> n + mn62 + electron + anti-neutrino_e            0.0000e+00
cr64 -> n + mn63 + electron + anti-neutrino_e            0.0000e+00
cr65 -> n + mn64 + electron + anti-neutrino_e            0.0000e+00
cr65 -> n + n + mn63 + electron + anti-neutrino_e        0.0000e+00
cr66 -> n + mn65 + electron + anti-neutrino_e            0.0000e+00
cr66 -> n + n + mn64 + electron + anti-neutrino_e        0.0000e+00
cr67 -> n + mn66 + electron + anti-neutrino_e            0.0000e+00
cr67 -> n + n + mn65 + electron + anti-neutrino_e        0.0000e+00
cr68 -> n + mn67 + electron + anti-neutrino_e            0.0000e+00
cr68 -> n + n + mn66 + electron + anti-neutrino_e        0.0000e+00
cr69 -> n + mn68 + electron + anti-neutrino_e            0.0000e+00
cr69 -> n + n + mn67 + electron + anti-neutrino_e        0.0000e+00
cr70 -> n + mn69 + electron + anti-neutrino_e            0.0000e+00
cr70 -> n + n + mn68 + electron + anti-neutrino_e        0.0000e+00
cr70 -> n + n + n + mn67 + electron + anti-neutrino_e    0.0000e+00
cr71 -> n + mn70 + electron + anti-neutrino_e            0.0000e+00
cr71 -> n + n + mn69 + electron + anti-neutrino_e        0.0000e+00
cr71 -> n + n + n + mn68 + electron + anti-neutrino_e    0.0000e+00
cr72 -> n + mn71 + electron + anti-neutrino_e            0.0000e+00
cr72 -> n + n + mn70 + electron + anti-neutrino_e        0.0000e+00
cr72 -> n + n + n + mn69 + electron + anti-neutrino_e    0.0000e+00
cr73 -> n + mn72 + electron + anti-neutrino_e            0.0000e+00
cr73 -> n + n + mn71 + electron + anti-neutrino_e        0.0000e+00
cr73 -> n + n + n + mn70 + electron + anti-neutrino_e    0.0000e+00
cr74 -> n + mn73 + electron + anti-neutrino_e            0.0000e+00
cr74 -> n + n + mn72 + electron + anti-neutrino_e        0.0000e+00
cr74 -> n + n + n + mn71 + electron + anti-neutrino_e    0.0000e+00
cr75 -> n + mn74 + electron + anti-neutrino_e            0.0000e+00
cr75 -> n + n + mn73 + electron + anti-neutrino_e        0.0000e+00
cr75 -> n + n + n + mn72 + electron + anti-neutrino_e    0.0000e+00
cr76 -> n + mn75 + electron + anti-neutrino_e            0.0000e+00
cr76 -> n + n + mn74 + electron + anti-neutrino_e        0.0000e+00
cr76 -> n + n + n + mn73 + electron + anti-neutrino_e    0.0000e+00
cr77 -> n + mn76 + electron + anti-neutrino_e            0.0000e+00
cr77 -> n + n + mn75 + electron + anti-neutrino_e        0.0000e+00
cr77 -> n + n + n + mn74 + electron + anti-neutrino_e    0.0000e+00
cr78 -> n + mn77 + electron + anti-neutrino_e            0.0000e+00
cr78 -> n + n + mn76 + electron + anti-neutrino_e        0.0000e+00
cr78 -> n + n + n + mn75 + electron + anti-neutrino_e    0.0000e+00
cr79 -> n + mn78 + electron + anti-neutrino_e            0.0000e+00
cr80 -> n + mn79 + electron + anti-neutrino_e            0.0000e+00
cr80 -> n + n + mn78 + electron + anti-neutrino_e        0.0000e+00
cr81 -> n + mn80 + electron + anti-neutrino_e            0.0000e+00
cr82 -> n + n + mn80 + electron + anti-neutrino_e        0.0000e+00
cr83 -> n + mn82 + electron + anti-neutrino_e            0.0000e+00
cr84 -> n + n + mn82 + electron + anti-neutrino_e        0.0000e+00
cr85 -> n + mn84 + electron + anti-neutrino_e            0.0000e+00
cr86 -> n + n + mn84 + electron + anti-neutrino_e        0.0000e+00
cu100 -> n + zn99 + electron + anti-neutrino_e           0.0000e+00
cu101 -> n + n + zn99 + electron + anti-neutrino_e       0.0000e+00
cu102 -> n + zn101 + electron + anti-neutrino_e          0.0000e+00
cu73 -> n + zn72 + electron + anti-neutrino_e            0.0000e+00
cu74 -> n + zn73 + electron + anti-neutrino_e            0.0000e+00
cu75 -> n + zn74 + electron + anti-neutrino_e            0.0000e+00
cu76 -> n + zn75 + electron + anti-neutrino_e            0.0000e+00
cu77 -> n + zn76 + electron + anti-neutrino_e            0.0000e+00
cu78 -> n + n + zn76 + electron + anti-neutrino_e        0.0000e+00
cu78 -> n + zn77 + electron + anti-neutrino_e            0.0000e+00
cu79 -> n + zn78 + electron + anti-neutrino_e            0.0000e+00
cu80 -> n + n + zn78 + electron + anti-neutrino_e        0.0000e+00
cu80 -> n + zn79 + electron + anti-neutrino_e            0.0000e+00
cu81 -> n + n + n + zn78 + electron + anti-neutrino_e    0.0000e+00
cu81 -> n + n + zn79 + electron + anti-neutrino_e        0.0000e+00
cu81 -> n + zn80 + electron + anti-neutrino_e            0.0000e+00
cu82 -> n + n + n + zn79 + electron + anti-neutrino_e    0.0000e+00
cu82 -> n + n + zn80 + electron + anti-neutrino_e        0.0000e+00
cu82 -> n + zn81 + electron + anti-neutrino_e            0.0000e+00
cu83 -> n + n + n + zn80 + electron + anti-neutrino_e    0.0000e+00
cu83 -> n + n + zn81 + electron + anti-neutrino_e        0.0000e+00
cu83 -> n + zn82 + electron + anti-neutrino_e            0.0000e+00
cu84 -> n + n + n + zn81 + electron + anti-neutrino_e    0.0000e+00
cu84 -> n + n + zn82 + electron + anti-neutrino_e        0.0000e+00
cu84 -> n + zn83 + electron + anti-neutrino_e            0.0000e+00
cu85 -> n + n + n + zn82 + electron + anti-neutrino_e    0.0000e+00
cu85 -> n + n + zn83 + electron + anti-neutrino_e        0.0000e+00
cu85 -> n + zn84 + electron + anti-neutrino_e            0.0000e+00
cu86 -> n + n + n + zn83 + electron + anti-neutrino_e    0.0000e+00
cu86 -> n + n + zn84 + electron + anti-neutrino_e        0.0000e+00
cu86 -> n + zn85 + electron + anti-neutrino_e            0.0000e+00
cu87 -> n + n + n + zn84 + electron + anti-neutrino_e    0.0000e+00
cu87 -> n + n + zn85 + electron + anti-neutrino_e        0.0000e+00
cu87 -> n + zn86 + electron + anti-neutrino_e            0.0000e+00
cu88 -> n + n + n + zn85 + electron + anti-neutrino_e    0.0000e+00
cu88 -> n + n + zn86 + electron + anti-neutrino_e        0.0000e+00
cu88 -> n + zn87 + electron + anti-neutrino_e            0.0000e+00
cu89 -> n + n + n + zn86 + electron + anti-neutrino_e    0.0000e+00
cu89 -> n + n + zn87 + electron + anti-neutrino_e        0.0000e+00
cu89 -> n + zn88 + electron + anti-neutrino_e            0.0000e+00
cu90 -> n + n + n + zn87 + electron + anti-neutrino_e    0.0000e+00
cu90 -> n + n + zn88 + electron + anti-neutrino_e        0.0000e+00
cu90 -> n + zn89 + electron + anti-neutrino_e            0.0000e+00
cu91 -> n + n + n + zn88 + electron + anti-neutrino_e    0.0000e+00
cu91 -> n + n + zn89 + electron + anti-neutrino_e        0.0000e+00
cu91 -> n + zn90 + electron + anti-neutrino_e            0.0000e+00
cu92 -> n + n + n + zn89 + electron + anti-neutrino_e    0.0000e+00
cu92 -> n + n + zn90 + electron + anti-neutrino_e        0.0000e+00
cu93 -> n + n + n + zn90 + electron + anti-neutrino_e    0.0000e+00
cu93 -> n + zn92 + electron + anti-neutrino_e            0.0000e+00
cu94 -> n + n + n + zn91 + electron + anti-neutrino_e    0.0000e+00
cu94 -> n + n + zn92 + electron + anti-neutrino_e        0.0000e+00
cu94 -> n + zn93 + electron + anti-neutrino_e            0.0000e+00
cu95 -> n + n + n + zn92 + electron + anti-neutrino_e    0.0000e+00
cu95 -> n + n + zn93 + electron + anti-neutrino_e        0.0000e+00
cu95 -> n + zn94 + electron + anti-neutrino_e            0.0000e+00
cu96 -> n + zn95 + electron + anti-neutrino_e            0.0000e+00
cu97 -> n + n + zn95 + electron + anti-neutrino_e        0.0000e+00
cu97 -> n + zn96 + electron + anti-neutrino_e            0.0000e+00
cu98 -> n + zn97 + electron + anti-neutrino_e            0.0000e+00
cu99 -> n + n + zn97 + electron + anti-neutrino_e        0.0000e+00
cu99 -> n + zn98 + electron + anti-neutrino_e            0.0000e+00
f22 -> n + ne21 + electron + anti-neutrino_e             0.0000e+00
f23 -> n + ne22 + electron + anti-neutrino_e             0.0000e+00
f24 -> n + ne23 + electron + anti-neutrino_e             0.0000e+00
f25 -> n + ne24 + electron + anti-neutrino_e             0.0000e+00
f26 -> n + n + ne24 + electron + anti-neutrino_e         0.0000e+00
f26 -> n + ne25 + electron + anti-neutrino_e             0.0000e+00
f27 -> n + n + n + ne24 + electron + anti-neutrino_e     0.0000e+00
f27 -> n + n + ne25 + electron + anti-neutrino_e         0.0000e+00
f27 -> n + ne26 + electron + anti-neutrino_e             0.0000e+00
f28 -> n + n + n + ne25 + electron + anti-neutrino_e     0.0000e+00
f28 -> n + n + ne26 + electron + anti-neutrino_e         0.0000e+00
f28 -> n + ne27 + electron + anti-neutrino_e             0.0000e+00
f29 -> n + n + n + ne26 + electron + anti-neutrino_e     0.0000e+00
f29 -> n + n + ne27 + electron + anti-neutrino_e         0.0000e+00
f29 -> n + ne28 + electron + anti-neutrino_e             0.0000e+00
f30 -> n + n + n + ne27 + electron + anti-neutrino_e     0.0000e+00
f30 -> n + n + ne28 + electron + anti-neutrino_e         0.0000e+00
f30 -> n + ne29 + electron + anti-neutrino_e             0.0000e+00
f31 -> n + n + n + ne28 + electron + anti-neutrino_e     0.0000e+00
f31 -> n + n + ne29 + electron + anti-neutrino_e         0.0000e+00
f31 -> n + ne30 + electron + anti-neutrino_e             0.0000e+00
f37 -> n + n + ne35 + electron + anti-neutrino_e         0.0000e+00
fe66 -> n + co65 + electron + anti-neutrino_e            0.0000e+00
fe67 -> n + co66 + electron + anti-neutrino_e            0.0000e+00
fe68 -> n + co67 + electron + anti-neutrino_e            0.0000e+00
fe69 -> n + co68 + electron + anti-neutrino_e            0.0000e+00
fe70 -> n + co69 + electron + anti-neutrino_e            0.0000e+00
fe71 -> n + co70 + electron + anti-neutrino_e            0.0000e+00
fe71 -> n + n + co69 + electron + anti-neutrino_e        0.0000e+00
fe72 -> n + co71 + electron + anti-neutrino_e            0.0000e+00
fe72 -> n + n + co70 + electron + anti-neutrino_e        0.0000e+00
fe73 -> n + co72 + electron + anti-neutrino_e            0.0000e+00
fe73 -> n + n + co71 + electron + anti-neutrino_e        0.0000e+00
fe74 -> n + co73 + electron + anti-neutrino_e            0.0000e+00
fe74 -> n + n + co72 + electron + anti-neutrino_e        0.0000e+00
fe75 -> n + co74 + electron + anti-neutrino_e            0.0000e+00
fe75 -> n + n + co73 + electron + anti-neutrino_e        0.0000e+00
fe75 -> n + n + n + co72 + electron + anti-neutrino_e    0.0000e+00
fe76 -> n + co75 + electron + anti-neutrino_e            0.0000e+00
fe76 -> n + n + co74 + electron + anti-neutrino_e        0.0000e+00
fe76 -> n + n + n + co73 + electron + anti-neutrino_e    0.0000e+00
fe77 -> n + co76 + electron + anti-neutrino_e            0.0000e+00
fe77 -> n + n + co75 + electron + anti-neutrino_e        0.0000e+00
fe77 -> n + n + n + co74 + electron + anti-neutrino_e    0.0000e+00
fe78 -> n + co77 + electron + anti-neutrino_e            0.0000e+00
fe78 -> n + n + co76 + electron + anti-neutrino_e        0.0000e+00
fe78 -> n + n + n + co75 + electron + anti-neutrino_e    0.0000e+00
fe79 -> n + co78 + electron + anti-neutrino_e            0.0000e+00
fe79 -> n + n + co77 + electron + anti-neutrino_e        0.0000e+00
fe79 -> n + n + n + co76 + electron + anti-neutrino_e    0.0000e+00
fe80 -> n + co79 + electron + anti-neutrino_e            0.0000e+00
fe80 -> n + n + co78 + electron + anti-neutrino_e        0.0000e+00
fe80 -> n + n + n + co77 + electron + anti-neutrino_e    0.0000e+00
fe81 -> n + co80 + electron + anti-neutrino_e            0.0000e+00
fe81 -> n + n + co79 + electron + anti-neutrino_e        0.0000e+00
fe81 -> n + n + n + co78 + electron + anti-neutrino_e    0.0000e+00
fe82 -> n + co81 + electron + anti-neutrino_e            0.0000e+00
fe82 -> n + n + co80 + electron + anti-neutrino_e        0.0000e+00
fe82 -> n + n + n + co79 + electron + anti-neutrino_e    0.0000e+00
fe83 -> n + co82 + electron + anti-neutrino_e            0.0000e+00
fe84 -> n + co83 + electron + anti-neutrino_e            0.0000e+00
fe84 -> n + n + co82 + electron + anti-neutrino_e        0.0000e+00
fe85 -> n + co84 + electron + anti-neutrino_e            0.0000e+00
fe86 -> n + co85 + electron + anti-neutrino_e            0.0000e+00
fe86 -> n + n + co84 + electron + anti-neutrino_e        0.0000e+00
fe87 -> n + co86 + electron + anti-neutrino_e            0.0000e+00
fe88 -> n + co87 + electron + anti-neutrino_e            0.0000e+00
fe88 -> n + n + co86 + electron + anti-neutrino_e        0.0000e+00
fe89 -> n + co88 + electron + anti-neutrino_e            0.0000e+00
fe90 -> n + n + co88 + electron + anti-neutrino_e        0.0000e+00
fe91 -> n + co90 + electron + anti-neutrino_e            0.0000e+00
fe92 -> n + n + co90 + electron + anti-neutrino_e        0.0000e+00
ga100 -> n + ge99 + electron + anti-neutrino_e           0.0000e+00
ga100 -> n + n + ge98 + electron + anti-neutrino_e       0.0000e+00
ga100 -> n + n + n + ge97 + electron + anti-neutrino_e   0.0000e+00
ga101 -> n + ge100 + electron + anti-neutrino_e          0.0000e+00
ga101 -> n + n + ge99 + electron + anti-neutrino_e       0.0000e+00
ga101 -> n + n + n + ge98 + electron + anti-neutrino_e   0.0000e+00
ga102 -> n + n + ge100 + electron + anti-neutrino_e      0.0000e+00
ga102 -> n + n + n + ge99 + electron + anti-neutrino_e   0.0000e+00
ga103 -> n + ge102 + electron + anti-neutrino_e          0.0000e+00
ga103 -> n + n + ge101 + electron + anti-neutrino_e      0.0000e+00
ga103 -> n + n + n + ge100 + electron + anti-neutrino_e  0.0000e+00
ga104 -> n + ge103 + electron + anti-neutrino_e          0.0000e+00
ga105 -> n + ge104 + electron + anti-neutrino_e          0.0000e+00
ga105 -> n + n + ge103 + electron + anti-neutrino_e      0.0000e+00
ga106 -> n + ge105 + electron + anti-neutrino_e          0.0000e+00
ga107 -> n + n + ge105 + electron + anti-neutrino_e      0.0000e+00
ga108 -> n + ge107 + electron + anti-neutrino_e          0.0000e+00
ga79 -> n + ge78 + electron + anti-neutrino_e            0.0000e+00
ga80 -> n + ge79 + electron + anti-neutrino_e            0.0000e+00
ga81 -> n + ge80 + electron + anti-neutrino_e            0.0000e+00
ga82 -> n + ge81 + electron + anti-neutrino_e            0.0000e+00
ga83 -> n + ge82 + electron + anti-neutrino_e            0.0000e+00
ga83 -> n + n + ge81 + electron + anti-neutrino_e        0.0000e+00
ga84 -> n + ge83 + electron + anti-neutrino_e            0.0000e+00
ga84 -> n + n + ge82 + electron + anti-neutrino_e        0.0000e+00
ga85 -> n + ge84 + electron + anti-neutrino_e            0.0000e+00
ga85 -> n + n + ge83 + electron + anti-neutrino_e        0.0000e+00
ga85 -> n + n + n + ge82 + electron + anti-neutrino_e    0.0000e+00
ga86 -> n + ge85 + electron + anti-neutrino_e            0.0000e+00
ga86 -> n + n + ge84 + electron + anti-neutrino_e        0.0000e+00
ga86 -> n + n + n + ge83 + electron + anti-neutrino_e    0.0000e+00
ga87 -> n + ge86 + electron + anti-neutrino_e            0.0000e+00
ga87 -> n + n + ge85 + electron + anti-neutrino_e        0.0000e+00
ga87 -> n + n + n + ge84 + electron + anti-neutrino_e    0.0000e+00
ga88 -> n + ge87 + electron + anti-neutrino_e            0.0000e+00
ga88 -> n + n + ge86 + electron + anti-neutrino_e        0.0000e+00
ga88 -> n + n + n + ge85 + electron + anti-neutrino_e    0.0000e+00
ga89 -> n + ge88 + electron + anti-neutrino_e            0.0000e+00
ga89 -> n + n + ge87 + electron + anti-neutrino_e        0.0000e+00
ga89 -> n + n + n + ge86 + electron + anti-neutrino_e    0.0000e+00
ga90 -> n + ge89 + electron + anti-neutrino_e            0.0000e+00
ga90 -> n + n + ge88 + electron + anti-neutrino_e        0.0000e+00
ga90 -> n + n + n + ge87 + electron + anti-neutrino_e    0.0000e+00
ga91 -> n + ge90 + electron + anti-neutrino_e            0.0000e+00
ga91 -> n + n + ge89 + electron + anti-neutrino_e        0.0000e+00
ga91 -> n + n + n + ge88 + electron + anti-neutrino_e    0.0000e+00
ga92 -> n + ge91 + electron + anti-neutrino_e            0.0000e+00
ga92 -> n + n + ge90 + electron + anti-neutrino_e        0.0000e+00
ga92 -> n + n + n + ge89 + electron + anti-neutrino_e    0.0000e+00
ga93 -> n + ge92 + electron + anti-neutrino_e            0.0000e+00
ga93 -> n + n + ge91 + electron + anti-neutrino_e        0.0000e+00
ga93 -> n + n + n + ge90 + electron + anti-neutrino_e    0.0000e+00
ga94 -> n + ge93 + electron + anti-neutrino_e            0.0000e+00
ga94 -> n + n + ge92 + electron + anti-neutrino_e        0.0000e+00
ga94 -> n + n + n + ge91 + electron + anti-neutrino_e    0.0000e+00
ga95 -> n + ge94 + electron + anti-neutrino_e            0.0000e+00
ga95 -> n + n + ge93 + electron + anti-neutrino_e        0.0000e+00
ga95 -> n + n + n + ge92 + electron + anti-neutrino_e    0.0000e+00
ga96 -> n + ge95 + electron + anti-neutrino_e            0.0000e+00
ga96 -> n + n + ge94 + electron + anti-neutrino_e        0.0000e+00
ga96 -> n + n + n + ge93 + electron + anti-neutrino_e    0.0000e+00
ga97 -> n + ge96 + electron + anti-neutrino_e            0.0000e+00
ga97 -> n + n + ge95 + electron + anti-neutrino_e        0.0000e+00
ga97 -> n + n + n + ge94 + electron + anti-neutrino_e    0.0000e+00
ga98 -> n + ge97 + electron + anti-neutrino_e            0.0000e+00
ga98 -> n + n + ge96 + electron + anti-neutrino_e        0.0000e+00
ga98 -> n + n + n + ge95 + electron + anti-neutrino_e    0.0000e+00
ga99 -> n + ge98 + electron + anti-neutrino_e            0.0000e+00
ga99 -> n + n + ge97 + electron + anti-neutrino_e        0.0000e+00
ga99 -> n + n + n + ge96 + electron + anti-neutrino_e    0.0000e+00
ge100 -> n + as99 + electron + anti-neutrino_e           0.0000e+00
ge100 -> n + n + as98 + electron + anti-neutrino_e       0.0000e+00
ge100 -> n + n + n + as97 + electron + anti-neutrino_e   0.0000e+00
